timestamp,HPE,FRE,WHE,Outdoor_Temp,Hour,DayOfYear,Solar_Rad,Price
2012-04-01 07:59:00,37.0,106.0,108.58094325942314,4.7,7,92,516.0552385379867,0.15
2012-04-01 08:00:00,38.0,106.0,149.03602855764615,5.3,8,92,519.9899990385685,0.15
2012-04-01 08:01:00,37.0,106.0,149.33440297976298,5.3,8,92,523.9148596791184,0.15
2012-04-01 08:02:00,38.0,107.0,109.76290705185191,5.3,8,92,527.8297457359464,0.15
2012-04-01 08:03:00,38.0,106.0,144.51997065041658,5.3,8,92,531.7345826752663,0.15
2012-04-01 08:04:00,38.0,107.0,102.80423227499702,5.3,8,92,535.6292961546105,0.15
2012-04-01 08:05:00,38.0,106.0,115.16758324267698,5.3,8,92,539.5138120242494,0.15
2012-04-01 08:06:00,37.0,107.0,121.83324886192412,5.3,8,92,543.3880563285994,0.15
2012-04-01 08:07:00,37.0,106.0,111.0616615742625,5.3,8,92,547.2519553076341,0.15
2012-04-01 08:08:00,37.0,107.0,119.51422180604307,5.3,8,92,551.1054353982864,0.15
2012-04-01 08:09:00,38.0,106.0,100.50834325031673,5.3,8,92,554.9484232358502,0.15
2012-04-01 08:10:00,38.0,106.0,141.23689645776665,5.3,8,92,558.7808456553763,0.15
2012-04-01 08:11:00,2813.0,114.0,135.86351565630102,5.3,8,92,562.6026296930667,0.15
2012-04-01 08:12:00,1557.0,114.0,131.718084751236,5.3,8,92,566.4137025876614,0.15
2012-04-01 08:13:00,1696.0,115.0,128.02695353509495,5.3,8,92,570.2139917818273,0.15
2012-04-01 08:14:00,1754.0,114.0,120.96486558424766,5.3,8,92,574.0034249235348,0.15
2012-04-01 08:15:00,1775.0,115.0,119.75910507581966,5.3,8,92,577.7819298674405,0.15
2012-04-01 08:16:00,1753.0,113.0,145.52594576704496,5.3,8,92,581.5494346762562,0.15
2012-04-01 08:17:00,1763.0,115.0,126.29676420281783,5.3,8,92,585.3058676221207,0.15
2012-04-01 08:18:00,1777.0,115.0,143.77824512394082,5.3,8,92,589.0511571879663,0.15
2012-04-01 08:19:00,1784.0,113.0,110.57533689182077,5.3,8,92,592.7852320688775,0.15
2012-04-01 08:20:00,1786.0,114.0,139.13798630979036,5.3,8,92,596.5080211734521,0.15
2012-04-01 08:21:00,1790.0,114.0,102.94293876019078,5.3,8,92,600.2194536251511,0.15
2012-04-01 08:22:00,1798.0,113.0,125.79703062582962,5.3,8,92,603.919458763651,0.15
2012-04-01 08:23:00,1798.0,114.0,121.40341654913098,5.3,8,92,607.607966146187,0.15
2012-04-01 08:24:00,1802.0,113.0,119.79589980483621,5.3,8,92,611.2849055488958,0.15
2012-04-01 08:25:00,1807.0,113.0,144.1432131339566,5.3,8,92,614.950206968151,0.15
2012-04-01 08:26:00,1810.0,113.0,105.57331376898767,5.3,8,92,618.6038006218972,0.15
2012-04-01 08:27:00,1811.0,114.0,111.9399195151262,5.3,8,92,622.2456169509777,0.15
2012-04-01 08:28:00,1813.0,114.0,130.83089887059575,5.3,8,92,625.8755866204593,0.15
2012-04-01 08:29:00,1814.0,115.0,140.65794089561527,5.3,8,92,629.4936405209518,0.15
2012-04-01 08:30:00,1818.0,114.0,128.1411443820941,5.3,8,92,633.0997097699246,0.15
2012-04-01 08:31:00,1817.0,114.0,142.45084617945992,5.3,8,92,636.6937257130169,0.15
2012-04-01 08:32:00,1821.0,114.0,141.1744038098179,5.3,8,92,640.2756199253455,0.15
2012-04-01 08:33:00,1822.0,114.0,118.77837724084802,5.3,8,92,643.8453242128086,0.15
2012-04-01 08:34:00,1824.0,114.0,147.8664992226042,5.3,8,92,647.4027706133813,0.15
2012-04-01 08:35:00,1822.0,114.0,107.80752379046703,5.3,8,92,650.9478913984129,0.15
2012-04-01 08:36:00,1821.0,114.0,134.68579135645723,5.3,8,92,654.480619073913,0.15
2012-04-01 08:37:00,1.0,107.0,131.83427484024514,5.3,8,92,658.0008863818399,0.15
2012-04-01 08:38:00,1.0,107.0,107.87072694004117,5.3,8,92,661.5086263013777,0.15
2012-04-01 08:39:00,1.0,106.0,128.1034230299193,5.3,8,92,665.003772050215,0.15
2012-04-01 08:40:00,1.0,106.0,147.86237783758875,5.3,8,92,668.4862570858146,0.15
2012-04-01 08:41:00,1.0,107.0,103.39815631088459,5.3,8,92,671.9560151066818,0.15
2012-04-01 08:42:00,1.0,106.0,116.14660023697436,5.3,8,92,675.4129800536248,0.15
2012-04-01 08:43:00,1.0,106.0,104.69364782627734,5.3,8,92,678.8570861110145,0.15
2012-04-01 08:44:00,1.0,107.0,126.32794347223341,5.3,8,92,682.288267708036,0.15
2012-04-01 08:45:00,1.0,107.0,123.37721182904863,5.3,8,92,685.706459519938,0.15
2012-04-01 08:46:00,0.0,106.0,106.86470164372918,5.3,8,92,689.1115964692752,0.15
2012-04-01 08:47:00,1.0,106.0,141.22311122085426,5.3,8,92,692.5036137271485,0.15
2012-04-01 08:48:00,1.0,107.0,134.41960087890243,5.3,8,92,695.8824467144392,0.15
2012-04-01 08:49:00,1.0,107.0,126.73975637785682,5.3,8,92,699.2480311030367,0.15
2012-04-01 08:50:00,1.0,106.0,139.3181122658844,5.3,8,92,702.6003028170671,0.15
2012-04-01 08:51:00,1.0,106.0,120.6271235572496,5.3,8,92,705.9391980341079,0.15
2012-04-01 08:52:00,1.0,108.0,109.5254479642809,5.3,8,92,709.2646531864079,0.15
2012-04-01 08:53:00,1.0,106.0,119.9381009755801,5.3,8,92,712.5766049620938,0.15
2012-04-01 08:54:00,1.0,106.0,119.63678019900338,5.3,8,92,715.8749903063789,0.15
2012-04-01 08:55:00,41.0,106.0,146.3205910613588,5.3,8,92,719.1597464227596,0.15
2012-04-01 08:56:00,38.0,105.0,124.2189279994817,5.3,8,92,722.4308107742153,0.15
2012-04-01 08:57:00,37.0,106.0,117.78782332447896,5.3,8,92,725.688121084395,0.15
2012-04-01 08:58:00,38.0,106.0,133.2042922901329,5.3,8,92,728.9316153388065,0.15
2012-04-01 08:59:00,38.0,106.0,139.70411551853476,5.3,8,92,732.1612317859941,0.15
2012-04-01 09:00:00,38.0,106.0,114.71049374251513,5.9,9,92,735.3769089387162,0.15
2012-04-01 09:01:00,38.0,106.0,142.11399455669024,5.9,9,92,738.5785855751155,0.15
2012-04-01 09:02:00,37.0,106.0,122.56338753885194,5.9,9,92,741.7662007398828,0.15
2012-04-01 09:03:00,38.0,106.0,131.28973804812026,5.9,9,92,744.9396937454216,0.15
2012-04-01 09:04:00,37.0,107.0,122.17791339425771,5.9,9,92,748.0990041729987,0.15
2012-04-01 09:05:00,38.0,107.0,129.9622812673687,5.9,9,92,751.2440718738978,0.15
2012-04-01 09:06:00,38.0,106.0,132.03000730399398,5.9,9,92,754.3748369705633,0.15
2012-04-01 09:07:00,37.0,106.0,109.59511608294706,5.9,9,92,757.4912398577412,0.15
2012-04-01 09:08:00,37.0,106.0,110.19125282454907,5.9,9,92,760.5932212036121,0.15
2012-04-01 09:09:00,38.0,106.0,123.74421538344697,5.9,9,92,763.6807219509228,0.15
2012-04-01 09:10:00,37.0,106.0,126.13930303504182,5.9,9,92,766.7536833181093,0.15
2012-04-01 09:11:00,1544.0,114.0,103.39922805558288,5.9,9,92,769.8120468004178,0.15
2012-04-01 09:12:00,1698.0,115.0,130.79909187783892,5.9,9,92,772.8557541710148,0.15
2012-04-01 09:13:00,1759.0,115.0,105.29847794260246,5.9,9,92,775.8847474821001,0.15
2012-04-01 09:14:00,1781.0,115.0,146.42820097503642,5.9,9,92,778.8989690660072,0.15
2012-04-01 09:15:00,1790.0,114.0,116.05536080035932,5.9,9,92,781.898361536302,0.15
2012-04-01 09:16:00,1800.0,114.0,115.1408506160891,5.9,9,92,784.8828677888756,0.15
2012-04-01 09:17:00,1777.0,114.0,123.20054877126881,5.9,9,92,787.8524310030302,0.15
2012-04-01 09:18:00,1787.0,115.0,102.0363908637244,5.9,9,92,790.806994642564,0.15
2012-04-01 09:19:00,1791.0,114.0,103.85200288539659,5.9,9,92,793.7465024568428,0.15
2012-04-01 09:20:00,1795.0,115.0,117.0225506812875,5.9,9,92,796.6708984818764,0.15
2012-04-01 09:21:00,1801.0,114.0,126.37465151352791,5.9,9,92,799.5801270413789,0.15
2012-04-01 09:22:00,1802.0,114.0,101.96939608980112,5.9,9,92,802.4741327478328,0.15
2012-04-01 09:23:00,1806.0,114.0,113.6253117911685,5.9,9,92,805.3528605035405,0.15
2012-04-01 09:24:00,1810.0,114.0,118.51474393635685,5.9,9,92,808.2162555016755,0.15
2012-04-01 09:25:00,1813.0,113.0,149.32156409069245,5.9,9,92,811.0642632273242,0.15
2012-04-01 09:26:00,1811.0,114.0,149.58222109134852,5.9,9,92,813.8968294585253,0.15
2012-04-01 09:27:00,1815.0,114.0,127.99923096723941,5.9,9,92,816.7139002673002,0.15
2012-04-01 09:28:00,1816.0,115.0,132.02861456606942,5.9,9,92,819.5154220206822,0.15
2012-04-01 09:29:00,1818.0,114.0,114.16643698757318,5.9,9,92,822.3013413817345,0.15
2012-04-01 09:30:00,1816.0,114.0,144.6264462051687,5.9,9,92,825.0716053105691,0.15
2012-04-01 09:31:00,1824.0,114.0,126.43296356642108,5.9,9,92,827.8261610653535,0.15
2012-04-01 09:32:00,1823.0,115.0,137.6221950821427,5.9,9,92,830.5649562033169,0.15
2012-04-01 09:33:00,1821.0,113.0,106.35615033169096,5.9,9,92,833.2879385817481,0.15
2012-04-01 09:34:00,1824.0,114.0,135.0068560051156,5.9,9,92,835.9950563589871,0.15
2012-04-01 09:35:00,1824.0,114.0,109.18948521218987,5.9,9,92,838.6862579954143,0.15
2012-04-01 09:36:00,1826.0,114.0,142.68824831750777,5.9,9,92,841.361492254429,0.15
2012-04-01 09:37:00,1830.0,115.0,142.7284763685201,5.9,9,92,844.0207082034281,0.15
2012-04-01 09:38:00,1.0,108.0,121.14888054265403,5.9,9,92,846.6638552147723,0.15
2012-04-01 09:39:00,1.0,106.0,126.23319137021844,5.9,9,92,849.2908829667532,0.15
2012-04-01 09:40:00,1.0,108.0,104.3807069402327,5.9,9,92,851.9017414445486,0.15
2012-04-01 09:41:00,1.0,107.0,148.15776670272072,5.9,9,92,854.4963809411771,0.15
2012-04-01 09:42:00,1.0,107.0,139.64383765034904,5.9,9,92,857.0747520584421,0.15
2012-04-01 09:43:00,1.0,107.0,147.77104849465886,5.9,9,92,859.6368057078749,0.15
2012-04-01 09:44:00,1.0,107.0,122.89218958471449,5.9,9,92,862.1824931116664,0.15
2012-04-01 09:45:00,1.0,107.0,145.7152172366587,5.9,9,92,864.711765803599,0.15
2012-04-01 09:46:00,1.0,106.0,136.18540941883396,5.9,9,92,867.2245756299657,0.15
2012-04-01 09:47:00,1.0,106.0,139.1346924385906,5.9,9,92,869.7208747504893,0.15
2012-04-01 09:48:00,1.0,106.0,119.79790581123899,5.9,9,92,872.2006156392338,0.15
2012-04-01 09:49:00,1.0,106.0,119.53244092391878,5.9,9,92,874.6637510855062,0.15
2012-04-01 09:50:00,1.0,106.0,146.4392194070857,5.9,9,92,877.1102341947588,0.15
2012-04-01 09:51:00,1.0,106.0,113.94074717207582,5.9,9,92,879.5400183894794,0.15
2012-04-01 09:52:00,1.0,107.0,125.16490186503329,5.9,9,92,881.9530574100797,0.15
2012-04-01 09:53:00,1.0,106.0,143.94700976000817,5.9,9,92,884.3493053157746,0.15
2012-04-01 09:54:00,1.0,107.0,101.24536721280253,5.9,9,92,886.7287164854588,0.15
2012-04-01 09:55:00,1.0,107.0,117.805331409109,5.9,9,92,889.0912456185725,0.15
2012-04-01 09:56:00,41.0,107.0,107.99639658558665,5.9,9,92,891.4368477359676,0.15
2012-04-01 09:57:00,39.0,107.0,139.71739728065134,5.9,9,92,893.7654781807599,0.15
2012-04-01 09:58:00,39.0,106.0,142.54523862191806,5.9,9,92,896.0770926191832,0.15
2012-04-01 09:59:00,39.0,105.0,117.54433831290096,5.9,9,92,898.37164704143,0.15
2012-04-01 10:00:00,38.0,106.0,101.12666725336162,7.0,10,92,900.6490977624924,0.15
2012-04-01 10:01:00,38.0,106.0,148.13981799149425,7.0,10,92,902.909401422991,0.15
2012-04-01 10:02:00,37.0,105.0,141.46502303300426,7.0,10,92,905.1525149900021,0.15
2012-04-01 10:03:00,38.0,106.0,112.04856216407347,7.0,10,92,907.3783957578773,0.15
2012-04-01 10:04:00,37.0,106.0,100.16433036747976,7.0,10,92,909.5870013490551,0.15
2012-04-01 10:05:00,38.0,106.0,106.77461276321924,7.0,10,92,911.7782897148687,0.15
2012-04-01 10:06:00,38.0,106.0,117.11057567723253,7.0,10,92,913.9522191363459,0.15
2012-04-01 10:07:00,38.0,106.0,124.37390581215851,7.0,10,92,916.108748225005,0.15
2012-04-01 10:08:00,1048.0,114.0,127.42536860920296,7.0,10,92,918.2478359236396,0.15
2012-04-01 10:09:00,1588.0,115.0,124.4337799463829,7.0,10,92,920.3694415071045,0.15
2012-04-01 10:10:00,1715.0,115.0,135.5196097783521,7.0,10,92,922.4735245830868,0.15
2012-04-01 10:11:00,1763.0,115.0,131.1133861058594,7.0,10,92,924.5600450928781,0.15
2012-04-01 10:12:00,1784.0,115.0,131.2671593734379,7.0,10,92,926.6289633121353,0.15
2012-04-01 10:13:00,1799.0,114.0,114.9324377206927,7.0,10,92,928.6802398516381,0.15
2012-04-01 10:14:00,1773.0,114.0,145.06988284126663,7.0,10,92,930.7138356580379,0.15
2012-04-01 10:15:00,1789.0,115.0,140.24983678493908,7.0,10,92,932.7297120146019,0.15
2012-04-01 10:16:00,1791.0,114.0,100.49739726348083,7.0,10,92,934.7278305419501,0.15
2012-04-01 10:17:00,1799.0,114.0,147.54470446169003,7.0,10,92,936.7081531987857,0.15
2012-04-01 10:18:00,1800.0,115.0,116.15995804797285,7.0,10,92,938.6706422826203,0.15
2012-04-01 10:19:00,1805.0,114.0,136.74399889368007,7.0,10,92,940.6152604304904,0.15
2012-04-01 10:20:00,1808.0,114.0,149.3221957461024,7.0,10,92,942.5419706196697,0.15
2012-04-01 10:21:00,1810.0,115.0,123.06081629638017,7.0,10,92,944.4507361683732,0.15
2012-04-01 10:22:00,1813.0,115.0,124.12172353460518,7.0,10,92,946.3415207364566,0.15
2012-04-01 10:23:00,1816.0,114.0,121.71375991012184,7.0,10,92,948.2142883261071,0.15
2012-04-01 10:24:00,1816.0,114.0,138.09368728395287,7.0,10,92,950.0690032825294,0.15
2012-04-01 10:25:00,1817.0,115.0,100.33128167247702,7.0,10,92,951.9056302946241,0.15
2012-04-01 10:26:00,1821.0,115.0,109.1578101519708,7.0,10,92,953.7241343956605,0.15
2012-04-01 10:27:00,1819.0,114.0,108.88768933143903,7.0,10,92,955.5244809639416,0.15
2012-04-01 10:28:00,1824.0,114.0,126.93425723329258,7.0,10,92,957.3066357234644,0.15
2012-04-01 10:29:00,1824.0,114.0,123.03380282555666,7.0,10,92,959.0705647445703,0.15
2012-04-01 10:30:00,1825.0,114.0,114.4613327079947,7.0,10,92,960.8162344445944,0.15
2012-04-01 10:31:00,1825.0,114.0,125.98304770555825,7.0,10,92,962.5436115885012,0.15
2012-04-01 10:32:00,1827.0,113.0,148.58353034384697,7.0,10,92,964.2526632895201,0.15
2012-04-01 10:33:00,1826.0,114.0,122.36009171592745,7.0,10,92,965.9433570097705,0.15
2012-04-01 10:34:00,1829.0,114.0,109.25573724554056,7.0,10,92,967.6156605608805,0.15
2012-04-01 10:35:00,1.0,107.0,119.39492707455184,7.0,10,92,969.2695421046016,0.15
2012-04-01 10:36:00,1.0,108.0,129.11413778002307,7.0,10,92,970.9049701534127,0.15
2012-04-01 10:37:00,1.0,106.0,133.36660448869185,7.0,10,92,972.5219135711217,0.15
2012-04-01 10:38:00,1.0,106.0,145.24212806428875,7.0,10,92,974.1203415734564,0.15
2012-04-01 10:39:00,1.0,107.0,115.9439792806954,7.0,10,92,975.7002237286518,0.15
2012-04-01 10:40:00,1.0,107.0,131.97668387115468,7.0,10,92,977.2615299580289,0.15
2012-04-01 10:41:00,1.0,108.0,147.87721656694265,7.0,10,92,978.8042305365678,0.15
2012-04-01 10:42:00,1.0,107.0,113.28343019536496,7.0,10,92,980.3282960934732,0.15
2012-04-01 10:43:00,0.0,107.0,143.93323310919916,7.0,10,92,981.833697612734,0.15
2012-04-01 10:44:00,0.0,106.0,128.17976844608577,7.0,10,92,983.3204064336749,0.15
2012-04-01 10:45:00,0.0,106.0,105.58465337115057,7.0,10,92,984.7883942515032,0.15
2012-04-01 10:46:00,1.0,106.0,132.51284442414044,7.0,10,92,986.2376331178469,0.15
2012-04-01 10:47:00,1.0,107.0,101.89616719621706,7.0,10,92,987.6680954412868,0.15
2012-04-01 10:48:00,1.0,107.0,123.24819403964199,7.0,10,92,989.0797539878827,0.15
2012-04-01 10:49:00,1.0,106.0,131.68991791679582,7.0,10,92,990.4725818816901,0.15
2012-04-01 10:50:00,1.0,106.0,124.856245478933,7.0,10,92,991.8465526052742,0.15
2012-04-01 10:51:00,1.0,106.0,138.05666442695997,7.0,10,92,993.2016400002125,0.15
2012-04-01 10:52:00,41.0,107.0,130.30681227958522,7.0,10,92,994.5378182675946,0.15
2012-04-01 10:53:00,39.0,106.0,113.58882226848915,7.0,10,92,995.8550619685124,0.15
2012-04-01 10:54:00,39.0,106.0,113.73617429461655,7.0,10,92,997.1533460245446,0.15
2012-04-01 10:55:00,38.0,106.0,132.04054872895176,7.0,10,92,998.4326457182337,0.15
2012-04-01 10:56:00,38.0,104.0,134.71392332841003,7.0,10,92,999.6929366935585,0.15
2012-04-01 10:57:00,37.0,106.0,149.95372284887213,7.0,10,92,1000.9341949563945,0.15
2012-04-01 10:58:00,37.0,106.0,140.35976600836872,7.0,10,92,1002.1563968749747,0.15
2012-04-01 10:59:00,38.0,106.0,114.65115324103654,7.0,10,92,1003.3595191803352,0.15
2012-04-01 11:00:00,37.0,104.0,148.31211927720807,7.8,11,92,1004.5435389667623,0.15
2012-04-01 11:01:00,36.0,105.0,126.91901812238329,7.8,11,92,1005.708433692226,0.15
2012-04-01 11:02:00,37.0,106.0,139.8734822532848,7.8,11,92,1006.8541811788093,0.15
2012-04-01 11:03:00,38.0,106.0,144.65335436716535,7.8,11,92,1007.9807596131324,0.15
2012-04-01 11:04:00,37.0,107.0,134.5597454815379,7.8,11,92,1009.0881475467652,0.15
2012-04-01 11:05:00,38.0,105.0,130.9135428856584,7.8,11,92,1010.1763238966381,0.15
2012-04-01 11:06:00,38.0,105.0,111.2336075143931,7.8,11,92,1011.2452679454417,0.15
2012-04-01 11:07:00,38.0,106.0,103.4349020796011,7.8,11,92,1012.2949593420225,0.15
2012-04-01 11:08:00,38.0,105.0,100.23555676879009,7.8,11,92,1013.3253781017689,0.15
2012-04-01 11:09:00,38.0,105.0,122.2044149101419,7.8,11,92,1014.3365046069936,0.15
2012-04-01 11:10:00,37.0,107.0,144.68903724038998,7.8,11,92,1015.3283196073049,0.15
2012-04-01 11:11:00,38.0,106.0,142.62261577629852,7.8,11,92,1016.3008042199754,0.15
2012-04-01 11:12:00,37.0,105.0,134.91411142607683,7.8,11,92,1017.2539399302995,0.15
2012-04-01 11:13:00,37.0,103.0,105.79967386424059,7.8,11,92,1018.1877085919474,0.15
2012-04-01 11:14:00,36.0,104.0,122.31442304884493,7.8,11,92,1019.1020924273096,0.15
2012-04-01 11:15:00,1500.0,115.0,147.21688360318964,7.8,11,92,1019.9970740278361,0.15
2012-04-01 11:16:00,1670.0,115.0,110.13168387567646,7.8,11,92,1020.8726363543672,0.15
2012-04-01 11:17:00,1744.0,114.0,103.00960359560631,7.8,11,92,1021.7287627374582,0.15
2012-04-01 11:18:00,1770.0,114.0,136.30705366183986,7.8,11,92,1022.5654368776973,0.15
2012-04-01 11:19:00,1741.0,114.0,143.6407999178097,7.8,11,92,1023.3826428460142,0.15
2012-04-01 11:20:00,1762.0,114.0,136.7283593702572,7.8,11,92,1024.180365083986,0.15
2012-04-01 11:21:00,1759.0,116.0,135.06243998411907,7.8,11,92,1024.9585884041305,0.15
2012-04-01 11:22:00,1771.0,114.0,141.92390637020958,7.8,11,92,1025.717297990198,0.15
2012-04-01 11:23:00,1776.0,115.0,134.12191108057712,7.8,11,92,1026.4564793974514,0.15
2012-04-01 11:24:00,1782.0,115.0,136.04700485923277,7.8,11,92,1027.1761185529422,0.15
2012-04-01 11:25:00,1791.0,114.0,106.37835981472311,7.8,11,92,1027.876201755778,0.15
2012-04-01 11:26:00,1790.0,115.0,100.46628693420818,7.8,11,92,1028.5567156773843,0.15
2012-04-01 11:27:00,1786.0,115.0,104.9527068945515,7.8,11,92,1029.2176473617567,0.15
2012-04-01 11:28:00,1795.0,114.0,106.26685421751215,7.8,11,92,1029.8589842257086,0.15
2012-04-01 11:29:00,1795.0,115.0,143.48702187273068,7.8,11,92,1030.4807140591106,0.15
2012-04-01 11:30:00,1795.0,114.0,130.5914682741232,7.8,11,92,1031.0828250251227,0.15
2012-04-01 11:31:00,1801.0,114.0,114.15025090831345,7.8,11,92,1031.6653056604205,0.15
2012-04-01 11:32:00,1802.0,115.0,119.95735360538622,7.8,11,92,1032.228144875412,0.15
2012-04-01 11:33:00,1801.0,114.0,149.0604638592876,7.8,11,92,1032.7713319544498,0.15
2012-04-01 11:34:00,1798.0,114.0,120.77256229074293,7.8,11,92,1033.294856556035,0.15
2012-04-01 11:35:00,1802.0,115.0,130.16321335513788,7.8,11,92,1033.7987087130139,0.15
2012-04-01 11:36:00,1800.0,115.0,131.67293497495814,7.8,11,92,1034.2828788327677,0.15
2012-04-01 11:37:00,1799.0,114.0,135.22387835531802,7.8,11,92,1034.747357697395,0.15
2012-04-01 11:38:00,1802.0,114.0,128.0923605280629,7.8,11,92,1035.1921364638881,0.15
2012-04-01 11:39:00,1803.0,115.0,110.73793357664498,7.8,11,92,1035.6172066643005,0.15
